session_id,parent_tracking_id,source_ip,geo_country,is_external_ip,is_off_hours,session_duration_sec,total_requests,req_per_min,min_interarrival_sec,avg_uri_depth,error_404_rate,error_403_rate,error_50x_rate,post_rate,rare_method_rate,unique_path_ratio,static_asset_ratio,suspicious_ext_rate,status_diversity,unique_uas,avg_payload_bytes,max_resp_bytes,l1_alert_count,l1_alert_types
10.143.3.65_20220121080909,10.143.3.65_20220121080909,10.143.3.65,LOCAL,0,0,588.0,76,7.76,0.0,4.16,0.0526,0.0,0.0,0.2368,0.0,0.2763,0.6842,0.2368,2,1,12760.39,79823.0,0,
10.143.2.4_20220121072528,10.143.2.4_20220121072528,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
172.19.131.174_20220121075137,172.19.131.174_20220121075137,172.19.131.174,LOCAL,0,0,2245.0,456,12.19,0.0,3.8,0.0,0.0,0.0,0.1228,0.0,0.3465,0.8158,0.057,2,1,4633.43,79823.0,0,
10.143.3.65_20220121083217,10.143.3.65_20220121083217,10.143.3.65,LOCAL,0,0,569.0,334,35.22,0.0,3.83,0.0,0.0,0.0,0.0898,0.0,0.4701,0.8383,0.024,3,1,3464.27,51692.0,0,
10.143.2.4_20220121084837,10.143.2.4_20220121084837,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
::1_20220121082844,::1_20220121082844,::1,LOCAL,0,0,4115.0,70,1.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0143,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.25_20220121091409,10.143.2.25_20220121091409,10.143.2.25,LOCAL,0,0,1683.0,668,23.81,0.0,3.68,0.0,0.0,0.0,0.0719,0.0,0.271,0.8713,0.0569,2,1,3078.23,51692.0,0,
10.143.2.91_20220121094103,10.143.2.91_20220121094103,10.143.2.91,LOCAL,0,0,979.0,70,4.29,0.0,4.34,0.0571,0.0,0.0,0.1714,0.0,0.3,0.7429,0.1714,2,1,13658.51,79823.0,0,
::1_20220121094855,::1_20220121094855,::1,LOCAL,0,0,560.0,26,2.79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,0.0,0.0,1,1,110.0,110.0,0,
172.19.131.174_20220121084837,172.19.131.174_20220121084837,172.19.131.174,LOCAL,0,0,3899.0,1142,17.57,0.0,3.7,0.0018,0.0,0.0,0.1769,0.0,0.2592,0.7163,0.0841,4,2,7304.2,107683.0,0,
::1_20220121101543,::1_20220121101543,::1,LOCAL,0,0,425.0,24,3.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,0.0,0.0,1,1,110.0,110.0,0,
10.143.3.65_20220121091230,10.143.3.65_20220121091230,10.143.3.65,LOCAL,0,0,7185.0,1036,8.65,0.0,4.23,0.0,0.0,0.0,0.112,0.0097,0.2606,0.4653,0.1892,4,1,4467.22,107683.0,0,
10.143.2.4_20220121094103,10.143.2.4_20220121094103,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
10.143.2.4_20220121111559,10.143.2.4_20220121111559,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
::1_20220121104556,::1_20220121104556,::1,LOCAL,0,0,2827.0,162,3.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0062,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.91_20220121101537,10.143.2.91_20220121101537,10.143.2.91,LOCAL,0,0,3707.0,648,10.49,0.0,3.51,0.0,0.0,0.0,0.2068,0.0,0.3318,0.5617,0.2068,2,1,4223.4,51116.0,0,
10.143.2.25_20220121095756,10.143.2.25_20220121095756,10.143.2.25,LOCAL,0,0,6196.0,1588,15.38,0.0,4.2,0.0,0.0,0.0,0.0479,0.0176,0.2387,0.7544,0.0353,4,1,3817.12,245957.0,0,
172.19.131.174_20220121104550,172.19.131.174_20220121104550,172.19.131.174,LOCAL,0,0,4589.0,3000,39.22,0.0,3.57,0.0,0.0,0.0,0.1307,0.0007,0.1427,0.778,0.0987,5,2,5156.32,107683.0,0,
::1_20220121114624,::1_20220121114624,::1,LOCAL,0,0,992.0,50,3.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.25_20220121115425,10.143.2.25_20220121115425,10.143.2.25,LOCAL,0,0,1.0,14,840.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.5,0.8571,0.0,1,1,7277.57,23204.0,0,
10.143.3.65_20220121111245,10.143.3.65_20220121091230,10.143.3.65,LOCAL,0,0,1324.0,146,6.62,0.0,6.04,0.0137,0.0,0.0,0.0,0.0685,0.1575,0.1644,0.0822,4,1,2590.53,23203.0,2,LFI
10.143.2.91_20220121115038,10.143.2.91_20220121115038,10.143.2.91,LOCAL,0,0,0.0,8,480.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,1,1,8433.25,23203.0,0,
10.143.2.4_20220121113448,10.143.2.4_20220121113448,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
::1_20220121121601,::1_20220121121601,::1,LOCAL,0,0,3080.0,100,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.25_20220121122049,10.143.2.25_20220121122049,10.143.2.25,LOCAL,0,0,2916.0,652,13.42,0.0,3.68,0.0,0.0,0.0,0.0307,0.0,0.2178,0.8712,0.089,2,1,6557.38,79823.0,0,
10.143.2.4_20220121125035,10.143.2.4_20220121125035,10.143.2.4,LOCAL,0,0,3.0,8,160.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.5,1,1,4644.0,9138.0,0,
172.19.131.174_20220121120219,172.19.131.174_20220121104550,172.19.131.174,LOCAL,0,0,7200.0,1886,15.72,0.0,4.64,0.0021,0.0,0.0,0.1527,0.0223,0.1225,0.4221,0.1103,4,2,29989.55,6128772.0,0,
10.143.3.65_20220121122333,10.143.3.65_20220121122333,10.143.3.65,LOCAL,0,0,6909.0,206,1.79,0.0,2.76,0.0,0.0,0.0,0.4757,0.0,0.0971,0.0194,0.5534,2,1,5194.13,21631.0,0,
10.143.2.4_20220121135609,10.143.2.4_20220121135609,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
::1_20220121134146,::1_20220121134146,::1,LOCAL,0,0,3762.0,108,1.72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0093,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.91_20220121123951,10.143.2.91_20220121123951,10.143.2.91,LOCAL,0,0,6801.0,1338,11.8,0.0,3.47,0.0045,0.0,0.0,0.157,0.0,0.2235,0.6816,0.1271,4,1,7124.75,107683.0,0,
10.143.3.65_20220121142342,10.143.3.65_20220121122333,10.143.3.65,LOCAL,0,0,2326.0,54,1.39,0.0,5.07,0.0,0.0,0.0,0.3333,0.0,0.2778,0.5556,0.0741,2,1,7648.63,71266.0,0,
10.143.2.4_20220121142734,10.143.2.4_20220121142734,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
::1_20220121145437,::1_20220121145437,::1,LOCAL,0,0,1834.0,92,3.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0109,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.25_20220121135608,10.143.2.25_20220121135608,10.143.2.25,LOCAL,0,0,7159.0,1546,12.96,0.0,3.33,0.0,0.0,0.0,0.1242,0.0,0.1442,0.7891,0.097,2,1,3771.37,80012.0,0,
::1_20220121154229,::1_20220121154229,::1,LOCAL,0,0,601.0,6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1667,0.0,0.0,1,1,110.0,110.0,0,
172.19.131.174_20220121140254,172.19.131.174_20220121104550,172.19.131.174,LOCAL,0,0,7195.0,1830,15.26,0.0,4.36,0.0,0.0,0.0,0.1148,0.0,0.1393,0.4689,0.1508,4,2,4962.42,107683.0,0,
10.143.2.91_20220121150518,10.143.2.91_20220121150518,10.143.2.91,LOCAL,0,0,2997.0,448,8.97,0.0,3.78,0.0,0.0,0.0,0.1786,0.0,0.3929,0.692,0.058,3,1,3869.71,51692.0,0,
::1_20220121160239,::1_20220121160239,::1,LOCAL,0,0,0.0,2,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110.0,0,
10.143.3.65_20220121151752,10.143.3.65_20220121151752,10.143.3.65,LOCAL,0,0,1857.0,130,4.2,0.0,5.14,0.0,0.0,0.0,0.0923,0.0154,0.1308,0.0923,0.1231,4,1,3934.75,24489.0,0,
::1_20220121161429,::1_20220121161429,::1,LOCAL,0,0,0.0,2,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.91_20220121161352,10.143.2.91_20220121161352,10.143.2.91,LOCAL,0,0,414.0,14,2.03,0.0,2.43,0.1429,0.0,0.0,0.1429,0.0,0.3571,0.4286,0.1429,2,1,7772.29,25241.0,0,
10.143.2.4_20220121153309,10.143.2.4_20220121153309,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
10.143.3.65_20220121161734,10.143.3.65_20220121161734,10.143.3.65,LOCAL,0,0,1565.0,86,3.3,0.0,1.93,0.0,0.0,0.0,0.186,0.0,0.1163,0.0,0.8837,2,1,11316.53,21648.0,0,
::1_20220121163228,::1_20220121163228,::1,LOCAL,0,0,500.0,10,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.4_20220121164339,10.143.2.4_20220121164339,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
::1_20220121171826,::1_20220121171826,::1,LOCAL,0,0,483.0,10,1.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.91_20220121163612,10.143.2.91_20220121163612,10.143.2.91,LOCAL,0,0,3316.0,226,4.09,0.0,3.48,0.0,0.0,0.0,0.6637,0.0,0.1106,0.0531,0.2478,2,1,3487.88,24972.0,0,
10.143.3.65_20220121170333,10.143.3.65_20220121170333,10.143.3.65,LOCAL,0,0,2191.0,264,7.23,0.0,6.21,0.0,0.0,0.0,0.0076,0.0985,0.1402,0.1439,0.0758,4,1,2215.61,13692.0,0,
172.19.131.174_20220121160319,172.19.131.174_20220121104550,172.19.131.174,LOCAL,0,0,7200.0,886,7.38,0.0,5.37,0.0,0.0,0.0,0.1512,0.0,0.1208,0.1896,0.1174,3,2,4245.92,107683.0,0,
10.143.2.25_20220121155613,10.143.2.25_20220121135608,10.143.2.25,LOCAL,0,0,6827.0,964,8.47,0.0,5.04,0.0,0.0,0.0,0.0207,0.0373,0.2396,0.5187,0.0539,4,1,7042.15,541970.0,0,
::1_20220121175008,::1_20220121175008,::1,LOCAL,0,0,588.0,22,2.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0455,0.0,0.0,1,1,110.0,110.0,0,
::1_20220121181157,::1_20220121181157,::1,LOCAL,0,0,330.0,16,2.91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.4_20220121173128,10.143.2.4_20220121173128,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
10.143.2.4_20220121182939,10.143.2.4_20220121182939,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
10.143.3.65_20220121175820,10.143.3.65_20220121175820,10.143.3.65,LOCAL,0,0,6992.0,632,5.42,0.0,3.43,0.0063,0.0,0.0,0.1835,0.0,0.3196,0.6044,0.2437,3,1,5370.32,79823.0,0,
172.19.131.174_20220121180333,172.19.131.174_20220121104550,172.19.131.174,LOCAL,0,0,7200.0,1304,10.87,0.0,4.85,0.0077,0.0,0.0,0.0307,0.0,0.0805,0.523,0.0644,4,2,6904.5,107683.0,0,
10.143.2.25_20220121180956,10.143.2.25_20220121180956,10.143.2.25,LOCAL,0,0,7184.0,2474,20.66,0.0,3.72,0.0,0.0,0.0,0.0453,0.0065,0.1609,0.8375,0.0574,4,1,3757.66,107683.0,0,
::1_20220121182747,::1_20220121182747,::1,LOCAL,0,0,5989.0,140,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0071,0.0,0.0,1,1,110.0,110.0,0,
::1_20220121201848,::1_20220121201848,::1,LOCAL,0,1,0.0,2,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110.0,0,
10.143.3.65_20220121195837,10.143.3.65_20220121175820,10.143.3.65,LOCAL,0,1,907.0,26,1.72,0.0,1.62,0.0,0.0,0.0,0.6154,0.0,0.0769,0.0,0.6154,1,1,7227.46,25199.0,0,
10.143.2.4_20220121192830,10.143.2.4_20220121192830,10.143.2.4,LOCAL,0,1,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
10.143.2.4_20220121210325,10.143.2.4_20220121210325,10.143.2.4,LOCAL,0,1,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
10.143.2.4_20220121212552,10.143.2.4_20220121212552,10.143.2.4,LOCAL,0,1,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
::1_20220121203631,::1_20220121203631,::1,LOCAL,0,1,775.0,28,2.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,0.0,0.0,1,1,110.0,110.0,0,
10.143.3.65_20220121204908,10.143.3.65_20220121204908,10.143.3.65,LOCAL,0,1,2205.0,646,17.58,0.0,4.59,0.0031,0.0,0.0,0.0062,0.0279,0.3375,0.6594,0.0248,6,1,9349.86,541970.0,0,
::1_20220121214742,::1_20220121214742,::1,LOCAL,0,1,0.0,2,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110.0,0,
172.19.131.174_20220121200349,172.19.131.174_20220121104550,172.19.131.174,LOCAL,0,1,7200.0,728,6.07,0.0,5.88,0.0027,0.0,0.0,0.0027,0.0,0.1264,0.25,0.0659,4,2,4326.08,107683.0,0,
::1_20220121220154,::1_20220121220154,::1,LOCAL,0,1,2.0,6,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1667,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.4_20220121214736,10.143.2.4_20220121214736,10.143.2.4,LOCAL,0,1,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
172.19.131.174_20220121220419,172.19.131.174_20220121104550,172.19.131.174,LOCAL,0,1,7200.0,776,6.47,0.0,5.81,0.0077,0.0,0.0,0.0155,0.0,0.1353,0.2835,0.0747,4,2,5115.83,107683.0,0,
172.19.131.174_20220122000449,172.19.131.174_20220121104550,172.19.131.174,LOCAL,0,1,7200.0,530,4.42,0.0,6.82,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0906,1,1,2393.24,2480.0,0,
172.19.131.174_20220122020519,172.19.131.174_20220121104550,172.19.131.174,LOCAL,0,1,7200.0,530,4.42,0.0,6.82,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0906,1,1,2393.24,2480.0,0,
::1_20220121222249,::1_20220121222249,::1,LOCAL,0,1,672.0,10,0.89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.4_20220121223355,10.143.2.4_20220121223355,10.143.2.4,LOCAL,0,1,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
10.143.3.65_20220121220142,10.143.3.65_20220121220142,10.143.3.65,LOCAL,0,1,756.0,492,39.05,0.0,4.16,0.0,0.0,0.0,0.0041,0.0203,0.4207,0.8008,0.0163,4,1,5036.35,107683.0,0,
172.19.131.174_20220122040549,172.19.131.174_20220121104550,172.19.131.174,LOCAL,0,1,7200.0,1162,9.68,0.0,5.0,0.0,0.0,0.0,0.0258,0.0,0.1334,0.4768,0.0895,2,1,2729.22,41172.0,0,
10.143.2.25_20220121201010,10.143.2.25_20220121180956,10.143.2.25,LOCAL,0,1,2135.0,494,13.88,0.0,3.9,0.0,0.0,0.0,0.0283,0.0162,0.247,0.6964,0.0931,3,1,4871.78,541394.0,0,
::1_20220122054227,::1_20220122054227,::1,LOCAL,0,1,4007.0,118,1.77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0085,0.0,0.0,1,1,110.0,110.0,0,
::1_20220122065955,::1_20220122065955,::1,LOCAL,0,0,31.0,10,19.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.25_20220122062509,10.143.2.25_20220122062509,10.143.2.25,LOCAL,0,0,2047.0,416,12.19,0.0,3.87,0.0,0.0,0.0,0.1202,0.0,0.3582,0.8462,0.024,2,1,3087.64,51116.0,0,
10.143.2.4_20220122055813,10.143.2.4_20220122055813,10.143.2.4,LOCAL,0,1,0.0,4,240.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1,1,4644.0,9138.0,0,
::1_20220122071407,::1_20220122071407,::1,LOCAL,0,0,0.0,2,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110.0,0,
::1_20220122073116,::1_20220122073116,::1,LOCAL,0,0,0.0,2,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.25_20220122072647,10.143.2.25_20220122072647,10.143.2.25,LOCAL,0,0,387.0,52,8.06,0.0,5.08,0.0,0.0,0.0,0.0,0.0,0.3462,0.8846,0.0,1,1,17709.65,79823.0,0,
172.19.131.174_20220122060617,172.19.131.174_20220121104550,172.19.131.174,LOCAL,0,0,7194.0,1752,14.61,0.0,4.58,0.0,0.0,0.0,0.0594,0.0,0.1193,0.5982,0.0639,2,1,2766.27,51116.0,0,
10.143.3.65_20220122055813,10.143.3.65_20220122055813,10.143.3.65,LOCAL,0,1,7046.0,1266,10.78,0.0,4.09,0.0095,0.0,0.0,0.1216,0.0158,0.3254,0.654,0.09,5,1,15226.25,6128195.0,0,
10.143.2.91_20220121175129,10.143.2.91_20220121175129,10.143.2.91,LOCAL,0,0,4696.0,370,4.73,0.0,3.08,0.0,0.0,0.0,0.3351,0.0,0.1757,0.2162,0.4595,3,1,6772.11,71842.0,0,
10.143.2.4_20220122072648,10.143.2.4_20220122072648,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
10.143.2.91_20220122082813,10.143.2.91_20220122082813,10.143.2.91,LOCAL,0,0,1591.0,76,2.87,0.0,4.21,0.0526,0.0,0.0,0.1053,0.0,0.2763,0.7105,0.1053,2,1,14437.24,79823.0,0,
10.143.2.4_20220122082813,10.143.2.4_20220122082813,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
10.143.2.91_20220122091246,10.143.2.91_20220122091246,10.143.2.91,LOCAL,0,0,1467.0,418,17.1,0.0,3.58,0.0,0.0,0.0,0.1148,0.0,0.4139,0.7464,0.1531,2,1,3332.31,41748.0,0,
::1_20220122075146,::1_20220122075146,::1,LOCAL,0,0,7123.0,236,1.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0042,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.25_20220122080545,10.143.2.25_20220122080545,10.143.2.25,LOCAL,0,0,7194.0,1400,11.68,0.0,3.74,0.0,0.0,0.0,0.1386,0.0,0.135,0.7971,0.0629,2,1,4894.48,79823.0,0,
172.19.131.174_20220122080619,172.19.131.174_20220121104550,172.19.131.174,LOCAL,0,0,7200.0,2548,21.23,0.0,4.11,0.0008,0.0,0.0,0.084,0.0,0.0887,0.6154,0.1122,3,2,3107.85,51116.0,0,
10.143.3.65_20220122082300,10.143.3.65_20220122082300,10.143.3.65,LOCAL,0,0,4295.0,716,10.0,0.0,4.5,0.0,0.0,0.0,0.1285,0.0056,0.317,0.5559,0.0531,4,1,4272.91,107683.0,0,
10.143.2.4_20220122093435,10.143.2.4_20220122093435,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
::1_20220122095156,::1_20220122075146,::1,LOCAL,0,0,3062.0,56,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0179,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.25_20220122100639,10.143.2.25_20220122080545,10.143.2.25,LOCAL,0,0,0.0,2,120.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1,1,1000.0,1000.0,0,
10.143.3.65_20220122103403,10.143.3.65_20220122103403,10.143.3.65,LOCAL,0,0,560.0,26,2.79,0.0,1.77,0.0,0.0,0.0,0.7692,0.0,0.0769,0.0,0.7692,1,1,5241.46,28670.0,0,
10.143.2.4_20220122104724,10.143.2.4_20220122104724,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
10.143.2.91_20220122094756,10.143.2.91_20220122094756,10.143.2.91,LOCAL,0,0,7198.0,1250,10.42,0.0,3.38,0.0096,0.0,0.0,0.0864,0.0,0.2144,0.7488,0.152,4,1,6665.61,107683.0,0,
172.19.131.174_20220122100646,172.19.131.174_20220121104550,172.19.131.174,LOCAL,0,0,7189.0,1964,16.39,0.0,4.51,0.0,0.0,0.0,0.0835,0.0,0.1303,0.5896,0.054,3,2,6983.3,107683.0,0,
10.143.3.65_20220122110342,10.143.3.65_20220122110342,10.143.3.65,LOCAL,0,0,2528.0,232,5.51,0.0,5.29,0.0,0.0,0.0,0.0517,0.0259,0.1379,0.1121,0.2069,4,1,11671.8,1022543.0,0,
10.143.2.25_20220122105602,10.143.2.25_20220122105602,10.143.2.25,LOCAL,0,0,5113.0,1960,23.0,0.0,3.96,0.0,0.0,0.0,0.0551,0.0082,0.2031,0.8102,0.0388,6,1,3417.16,107683.0,0,
10.143.2.4_20220122113134,10.143.2.4_20220122113134,10.143.2.4,LOCAL,0,0,0.0,2,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1,1,150.0,150.0,0,
::1_20220122105455,::1_20220122105455,::1,LOCAL,0,0,5552.0,214,2.31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0047,0.0,0.0,1,1,110.0,110.0,0,
::1_20220122125748,::1_20220122125748,::1,LOCAL,0,0,588.0,20,2.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.25_20220122125442,10.143.2.25_20220122125442,10.143.2.25,LOCAL,0,0,1048.0,482,27.6,0.0,4.32,0.0,0.0,0.0,0.0,0.0373,0.4046,0.7718,0.0207,4,1,4734.98,107683.0,0,
10.143.2.4_20220122125442,10.143.2.4_20220122125442,10.143.2.4,LOCAL,0,0,3.68,8,130.6,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,1,1,2322.0,9138.0,0,
::1_20220122131857,::1_20220122131857,::1,LOCAL,0,0,973.0,34,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0294,0.0,0.0,1,1,110.0,110.0,0,
10.143.2.91_20220122114805,10.143.2.91_20220122094756,10.143.2.91,LOCAL,0,0,7185.0,1064,8.89,0.0,3.65,0.0,0.0,0.0,0.3177,0.0,0.2462,0.532,0.1053,3,1,4803.18,107661.0,0,
10.143.3.65_20220122124224,10.143.3.65_20220122124224,10.143.3.65,LOCAL,0,0,3479.0,238,4.1,0.0,3.49,0.0,0.0,0.0,0.3361,0.0084,0.2773,0.3025,0.2521,4,1,3664.6,25551.0,0,
