timestamp,action,user,rip,lip,attempts,duration_secs,bytes_in,bytes_out
2026-01-15 07:38:29,Login,meghan.morris,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 07:38:29,Logged out,meghan.morris,172.17.131.81,172.17.131.81,0,0,330,5239
2026-01-15 07:39:01,Login,meghan.morris,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 07:39:01,Logged out,meghan.morris,172.17.131.81,172.17.131.81,0,0,135,1373
2026-01-15 07:39:28,Login,meghan.morris,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 07:39:28,Logged out,meghan.morris,172.17.131.81,172.17.131.81,0,0,334,4797
2026-01-15 07:40:10,Login,meghan.morris,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 07:40:10,Logged out,meghan.morris,172.17.131.81,172.17.131.81,0,0,137,1440
2026-01-15 07:42:24,Login,meghan.morris,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 07:42:24,Logged out,meghan.morris,172.17.131.81,172.17.131.81,0,0,988,611
2026-01-15 07:43:22,Login,meghan.morris,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 07:43:22,Logged out,meghan.morris,172.17.131.81,172.17.131.81,0,0,762,611
2026-01-15 07:53:22,Login,meghan.morris,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 07:53:22,Logged out,meghan.morris,172.17.131.81,172.17.131.81,0,0,221,7509
2026-01-15 07:53:55,Login,meghan.morris,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 07:53:55,Logged out,meghan.morris,172.17.131.81,172.17.131.81,0,0,326,5350
2026-01-15 07:54:13,Login,meghan.morris,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 07:54:13,Logged out,meghan.morris,172.17.131.81,172.17.131.81,0,0,135,1406
2026-01-15 07:54:26,Login,meghan.morris,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 07:54:26,Logged out,meghan.morris,172.17.131.81,172.17.131.81,0,0,516,5822
2026-01-15 07:55:09,Login,meghan.morris,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 07:55:09,Logged out,meghan.morris,172.17.131.81,172.17.131.81,0,0,135,1337
2026-01-15 08:00:49,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:00:49,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,221,16078
2026-01-15 08:03:06,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:03:06,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,969,610
2026-01-15 08:05:00,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:05:00,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,1391,610
2026-01-15 08:05:01,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:05:01,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,112,669
2026-01-15 08:08:41,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:08:41,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,326,5668
2026-01-15 08:08:56,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:08:56,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,198,3252
2026-01-15 08:09:13,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:09:13,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,135,1416
2026-01-15 08:10:59,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:10:59,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,705,610
2026-01-15 08:11:00,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:11:00,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,609,6383
2026-01-15 08:11:13,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:11:13,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,137,1429
2026-01-15 08:11:53,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:11:53,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,607,6731
2026-01-15 08:12:33,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:12:34,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,334,5361
2026-01-15 08:12:51,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:12:51,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,202,3073
2026-01-15 08:13:33,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:13:33,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,144,2559
2026-01-15 08:14:59,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:14:59,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,1443,2250
2026-01-15 08:15:22,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:15:22,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,308,1748
2026-01-15 08:36:09,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:36:09,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,221,17681
2026-01-15 08:37:21,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:37:21,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:37:21,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,8,416
2026-01-15 08:37:21,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,124,658
2026-01-15 08:37:21,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:37:21,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,342,1369
2026-01-15 08:37:22,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:37:22,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,221,8056
2026-01-15 08:37:38,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:37:38,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,711,610
2026-01-15 08:37:39,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:37:39,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,611,6374
2026-01-15 08:38:09,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:38:09,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,202,3254
2026-01-15 08:38:35,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:38:35,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,137,1536
2026-01-15 08:38:51,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:38:51,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,602,6381
2026-01-15 08:38:56,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:38:56,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,779,610
2026-01-15 08:38:57,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:38:57,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,112,669
2026-01-15 08:38:57,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:38:57,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,334,6945
2026-01-15 08:39:06,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:39:06,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,202,3855
2026-01-15 08:39:34,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:39:34,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,144,3131
2026-01-15 08:40:15,Login,michael.davis,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:40:15,Login,michael.davis,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:40:15,Logged out,michael.davis,172.17.131.81,172.17.131.81,0,0,8,416
2026-01-15 08:40:15,Logged out,michael.davis,172.17.131.81,172.17.131.81,0,0,124,725
2026-01-15 08:40:15,Login,michael.davis,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:40:15,Logged out,michael.davis,172.17.131.81,172.17.131.81,0,0,70,599
2026-01-15 08:40:16,Login,michael.davis,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:40:16,Logged out,michael.davis,172.17.131.81,172.17.131.81,0,0,221,9591
2026-01-15 08:40:39,Login,daniel.morgan,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:40:39,Logged out,daniel.morgan,172.17.131.81,172.17.131.81,0,0,1262,610
2026-01-15 08:40:43,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:40:43,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,1982,2456
2026-01-15 08:40:44,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:40:44,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,323,1928
2026-01-15 08:40:44,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:40:44,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,112,669
2026-01-15 08:41:34,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:41:34,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,685,610
2026-01-15 08:43:06,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:43:07,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,895,610
2026-01-15 08:43:07,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:43:07,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,326,5823
2026-01-15 08:45:19,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:45:19,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,1302,610
2026-01-15 08:45:20,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:45:20,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,112,669
2026-01-15 08:45:20,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:45:20,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,237,3290
2026-01-15 08:45:35,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:45:35,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,359,6781
2026-01-15 08:45:35,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:45:35,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,106,1959
2026-01-15 08:46:00,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:46:00,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,135,1428
2026-01-15 08:46:12,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:46:12,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,600,6713
2026-01-15 08:46:29,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:46:29,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,106,1959
2026-01-15 08:46:40,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:46:40,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,231,4228
2026-01-15 08:46:40,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:46:40,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,106,1959
2026-01-15 08:47:05,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:47:05,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,141,2901
2026-01-15 08:48:53,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:48:53,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,1614,2279
2026-01-15 08:48:54,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:48:54,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,644,7391
2026-01-15 08:48:54,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:48:54,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,108,2096
2026-01-15 08:49:12,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:49:12,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,236,4297
2026-01-15 08:49:12,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:49:12,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,108,2096
2026-01-15 08:49:22,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:49:22,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,144,2822
2026-01-15 08:50:08,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:50:08,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,1247,2291
2026-01-15 08:50:08,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:50:08,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,517,4108
2026-01-15 08:50:30,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:50:30,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,135,1417
2026-01-15 08:50:37,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:50:37,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,516,4395
2026-01-15 08:50:53,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:50:53,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,232,3235
2026-01-15 08:51:19,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:51:19,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,198,3421
2026-01-15 08:51:32,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:51:32,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,135,1440
2026-01-15 08:51:40,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:51:40,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,323,1753
2026-01-15 08:51:41,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:51:41,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,112,669
2026-01-15 08:51:41,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:51:41,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,106,1960
2026-01-15 08:53:46,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:53:46,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,948,610
2026-01-15 08:55:23,Login,michael.davis,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:55:23,Logged out,michael.davis,172.17.131.81,172.17.131.81,0,0,221,10252
2026-01-15 08:55:43,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:55:43,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,980,610
2026-01-15 08:55:44,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:55:44,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,108,2096
2026-01-15 08:56:06,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:56:06,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,236,4297
2026-01-15 08:56:06,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:56:06,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,108,2096
2026-01-15 08:56:11,Login,michael.davis,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:56:11,Logged out,michael.davis,172.17.131.81,172.17.131.81,0,0,363,103476
2026-01-15 08:56:18,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:56:19,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,144,2822
2026-01-15 08:56:20,Login,brian.potter,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:56:20,Login,brian.potter,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:56:20,Logged out,brian.potter,172.17.131.81,172.17.131.81,0,0,8,416
2026-01-15 08:56:20,Logged out,brian.potter,172.17.131.81,172.17.131.81,0,0,124,725
2026-01-15 08:56:20,Login,brian.potter,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:56:20,Logged out,brian.potter,172.17.131.81,172.17.131.81,0,0,70,599
2026-01-15 08:56:21,Login,brian.potter,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:56:21,Logged out,brian.potter,172.17.131.81,172.17.131.81,0,0,221,14878
2026-01-15 08:57:58,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:57:58,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,1494,2235
2026-01-15 08:57:59,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:57:59,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,107,1007
2026-01-15 08:58:44,Login,brian.potter,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 08:58:44,Logged out,brian.potter,172.17.131.81,172.17.131.81,0,0,184,14748
2026-01-15 09:04:36,Login,brian.potter,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:04:36,Logged out,brian.potter,172.17.131.81,172.17.131.81,0,0,1214,611
2026-01-15 09:05:24,Login,brian.potter,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:05:24,Logged out,brian.potter,172.17.131.81,172.17.131.81,0,0,722,611
2026-01-15 09:05:25,Login,brian.potter,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:05:25,Logged out,brian.potter,172.17.131.81,172.17.131.81,0,0,334,5611
2026-01-15 09:05:48,Login,brian.potter,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:05:48,Logged out,brian.potter,172.17.131.81,172.17.131.81,0,0,202,3067
2026-01-15 09:05:53,Login,michael.davis,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:05:53,Logged out,michael.davis,172.17.131.81,172.17.131.81,0,0,184,10157
2026-01-15 09:06:04,Login,brian.potter,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:06:04,Logged out,brian.potter,172.17.131.81,172.17.131.81,0,0,144,2409
2026-01-15 09:06:24,Login,michael.davis,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:06:24,Logged out,michael.davis,172.17.131.81,172.17.131.81,0,0,334,5538
2026-01-15 09:07:01,Login,michael.davis,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:07:01,Logged out,michael.davis,172.17.131.81,172.17.131.81,0,0,202,3180
2026-01-15 09:07:47,Login,michael.davis,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:07:47,Logged out,michael.davis,172.17.131.81,172.17.131.81,0,0,137,1366
2026-01-15 09:07:51,Login,meghan.morris,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:07:51,Login,meghan.morris,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:07:51,Logged out,meghan.morris,172.17.131.81,172.17.131.81,0,0,8,416
2026-01-15 09:07:51,Logged out,meghan.morris,172.17.131.81,172.17.131.81,0,0,124,725
2026-01-15 09:07:51,Login,meghan.morris,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:07:51,Logged out,meghan.morris,172.17.131.81,172.17.131.81,0,0,70,599
2026-01-15 09:07:52,Login,meghan.morris,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:07:52,Logged out,meghan.morris,172.17.131.81,172.17.131.81,0,0,221,8186
2026-01-15 09:08:00,Login,brian.potter,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:08:00,Logged out,brian.potter,172.17.131.81,172.17.131.81,0,0,1801,2395
2026-01-15 09:08:01,Login,brian.potter,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:08:01,Logged out,brian.potter,172.17.131.81,172.17.131.81,0,0,324,1865
2026-01-15 09:09:07,Login,brian.potter,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:09:07,Logged out,brian.potter,172.17.131.81,172.17.131.81,0,0,791,611
2026-01-15 09:09:08,Login,brian.potter,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:09:08,Logged out,brian.potter,172.17.131.81,172.17.131.81,0,0,112,670
2026-01-15 09:10:09,Login,michael.davis,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:10:09,Logged out,michael.davis,172.17.131.81,172.17.131.81,0,0,1058,611
2026-01-15 09:11:33,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:11:33,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,221,8524
2026-01-15 09:11:56,Login,michael.davis,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:11:56,Logged out,michael.davis,172.17.131.81,172.17.131.81,0,0,1019,611
2026-01-15 09:11:57,Login,michael.davis,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:11:57,Logged out,michael.davis,172.17.131.81,172.17.131.81,0,0,330,5755
2026-01-15 09:12:01,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:12:01,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,326,5383
2026-01-15 09:12:21,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:12:22,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,198,3106
2026-01-15 09:12:34,Login,jessica.wright,172.17.131.81,172.17.131.81,0,0,0,0
2026-01-15 09:12:34,Logged out,jessica.wright,172.17.131.81,172.17.131.81,0,0,135,1427
2026-01-15 09:12:36,Login,michael.davis,172.17.131.81,172.17.131.81,0,0,0,0
