session_id,parent_tracking_id,source_ip,geo_country,is_external_ip,is_off_hours,session_duration_sec,total_requests,req_per_min,min_interarrival_sec,avg_uri_depth,error_404_rate,error_403_rate,error_50x_rate,post_rate,rare_method_rate,unique_path_ratio,static_asset_ratio,suspicious_ext_rate,status_diversity,unique_uas,avg_payload_bytes,max_resp_bytes,l1_alert_count,l1_alert_types
192.168.10.194_20200229082104,192.168.10.194_20200229082104,192.168.10.194,LOCAL,0,0,7200.0,672,5.6,0.0,3.16,0.0,0.0,0.0,0.372,0.0,0.253,0.2039,0.2574,2,1,4308.63,50928,0,
192.168.10.81_20200229083002,192.168.10.81_20200229083002,192.168.10.81,LOCAL,0,0,7200.0,2334,19.45,0.0,3.52,0.0,0.0,0.0,0.1251,0.0,0.0938,0.7044,0.111,2,1,3569.29,50928,0,
::1_20200229100526,::1_20200229080518,::1,LOCAL,0,0,861.0,34,2.37,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0294,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200229101314,192.168.10.130_20200229101314,192.168.10.130,LOCAL,0,0,4590.0,602,7.87,0.0,3.33,0.0017,0.0,0.0,0.2475,0.0,0.2874,0.3704,0.2326,3,1,3844.94,46392,0,
::1_20200229103140,::1_20200229103140,::1,LOCAL,0,0,6832.0,196,1.72,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0051,0.0,0.0,1,1,110.0,110,0,
192.168.10.194_20200229102106,192.168.10.194_20200229082104,192.168.10.194,LOCAL,0,0,860.0,76,5.3,0.0,3.11,0.0,0.0,0.0,0.5132,0.0,0.3684,0.0,0.2763,2,1,4760.97,24719,0,
::1_20200229123628,::1_20200229123628,::1,LOCAL,0,0,1266.0,7,0.33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1429,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200229114010,192.168.10.130_20200229114010,192.168.10.130,LOCAL,0,0,7165.0,1356,11.36,0.0,3.24,0.0,0.0,0.0,0.2743,0.0,0.1748,0.3319,0.2485,2,2,4074.03,50928,0,
::1_20200229130959,::1_20200229130959,::1,LOCAL,0,0,952.0,3,0.19,471.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333,0.0,0.0,1,1,110.0,110,0,
192.168.10.194_20200229124917,192.168.10.194_20200229124917,192.168.10.194,LOCAL,0,0,767.0,77,6.02,0.0,3.16,0.0,0.0,0.0,0.5065,0.0,0.3247,0.039,0.2987,2,1,3945.21,24716,0,
::1_20200229134757,::1_20200229134757,::1,LOCAL,0,0,1873.0,63,2.02,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0159,0.0,0.0,1,1,110.0,110,0,
::1_20200229145140,::1_20200229145140,::1,LOCAL,0,0,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
::1_20200229150224,::1_20200229150224,::1,LOCAL,0,0,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200229134012,192.168.10.130_20200229114010,192.168.10.130,LOCAL,0,0,7199.0,1013,8.44,0.0,2.88,0.0,0.0,0.0,0.3761,0.0,0.074,0.0494,0.3751,2,2,5065.93,24723,0,
::1_20200229153255,::1_20200229153255,::1,LOCAL,0,0,1465.0,24,0.98,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,0.0,0.0,1,1,110.0,110,0,
::1_20200229161002,::1_20200229161002,::1,LOCAL,0,0,1498.0,18,0.72,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0556,0.0,0.0,1,1,110.0,110,0,
::1_20200229164606,::1_20200229164606,::1,LOCAL,0,0,520.0,5,0.58,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1,1,110.0,110,0,
::1_20200229170520,::1_20200229170520,::1,LOCAL,0,0,1.0,2,120.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200229154015,192.168.10.130_20200229114010,192.168.10.130,LOCAL,0,0,7199.0,1563,13.03,0.0,2.93,0.0,0.0,0.0,0.3896,0.0,0.0473,0.0448,0.3602,2,2,5147.34,24722,0,
192.168.10.81_20200229103005,192.168.10.81_20200229083002,192.168.10.81,LOCAL,0,0,6289.0,1777,16.95,0.0,3.45,0.0,0.0,0.0,0.1024,0.0,0.1283,0.7175,0.1277,2,1,3527.84,50928,0,
::1_20200229171836,::1_20200229171836,::1,LOCAL,0,0,4559.0,46,0.61,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0217,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200229174052,192.168.10.130_20200229114010,192.168.10.130,LOCAL,0,0,7105.0,885,7.47,0.0,2.99,0.0,0.0,0.0,0.3966,0.0,0.0768,0.0621,0.3356,2,2,4940.99,24717,0,
::1_20200229192137,::1_20200229192137,::1,LOCAL,0,1,190.0,6,1.89,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1667,0.0,0.0,1,1,110.0,110,0,
::1_20200229201517,::1_20200229201517,::1,LOCAL,0,1,1934.0,32,0.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,0.0,0.0,1,1,110.0,110,0,
192.168.10.81_20200229175421,192.168.10.81_20200229175421,192.168.10.81,LOCAL,0,0,2448.0,345,8.46,0.0,3.37,0.0,0.0,0.0,0.2,0.0,0.5507,0.5014,0.1913,2,1,4028.4,50927,0,
::1_20200229210016,::1_20200229210016,::1,LOCAL,0,1,1.0,2,120.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110,0,
::1_20200229213416,::1_20200229213416,::1,LOCAL,0,1,733.0,8,0.65,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200229201030,192.168.10.130_20200229201030,192.168.10.130,LOCAL,0,1,7186.0,871,7.27,0.0,3.14,0.0,0.0,0.0,0.3743,0.0,0.1424,0.1378,0.2755,2,2,4791.63,31529,0,
::1_20200229220053,::1_20200229220053,::1,LOCAL,0,1,201.0,5,1.49,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1,1,110.0,110,0,
::1_20200229225528,::1_20200229225528,::1,LOCAL,0,1,105.0,2,1.14,105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110,0,
::1_20200229231154,::1_20200229231154,::1,LOCAL,0,1,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200229221031,192.168.10.130_20200229201030,192.168.10.130,LOCAL,0,1,4364.0,869,11.95,0.0,2.99,0.0,0.0,0.0,0.4246,0.0,0.0679,0.0414,0.3406,2,2,5242.82,24719,0,
::1_20200229233539,::1_20200229233539,::1,LOCAL,0,1,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
::1_20200301043525,::1_20200301043525,::1,LOCAL,0,1,57.0,2,2.11,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110,0,
192.168.10.81_20200229210915,192.168.10.81_20200229210915,192.168.10.81,LOCAL,0,1,3417.0,939,16.49,0.0,3.54,0.0,0.0,0.0,0.1438,0.0,0.2364,0.6677,0.1161,2,1,3422.43,50927,0,
192.168.10.194_20200229141715,192.168.10.194_20200229141715,192.168.10.194,LOCAL,0,0,1338.0,108,4.84,0.0,2.98,0.0,0.0,0.0,0.4907,0.0,0.2685,0.0,0.2778,2,1,5005.24,24718,0,
192.168.10.130_20200301002027,192.168.10.130_20200301002027,192.168.10.130,LOCAL,0,1,2546.0,188,4.43,0.0,2.97,0.0,0.0,0.0,0.383,0.0,0.2287,0.0638,0.3564,2,1,5036.98,24708,0,
192.168.10.185_20200301062514,192.168.10.185_20200301062514,192.168.10.185,LOCAL,0,0,2222.0,3000,81.01,0.0,3.4,0.0,0.0,0.0,0.1767,0.0,0.081,0.5737,0.1613,2,1,3394.23,50928,0,
192.168.10.130_20200301065857,192.168.10.130_20200301065857,192.168.10.130,LOCAL,0,0,868.0,70,4.84,0.0,3.01,0.0,0.0,0.0,0.4143,0.0,0.3857,0.0857,0.3,2,1,4654.2,24714,0,
192.168.10.161_20200301062517,192.168.10.161_20200301062517,192.168.10.161,LOCAL,0,0,725.0,214,17.71,0.0,3.48,0.0,0.0,0.0,0.0607,0.0,0.8879,0.771,0.1121,2,1,3095.23,46392,0,
::1_20200301054716,::1_20200301054716,::1,LOCAL,0,1,7161.0,307,2.57,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0033,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200301070216,192.168.10.185_20200301062514,192.168.10.185,LOCAL,0,0,7178.0,1781,14.89,0.0,2.95,0.0,0.0,0.0,0.3762,0.0,0.0545,0.0539,0.3403,2,1,4829.07,32307,0,
::1_20200301074938,::1_20200301054716,::1,LOCAL,0,0,7067.0,225,1.91,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0044,0.0,0.0,1,1,110.0,110,0,
192.168.10.81_20200301055417,192.168.10.81_20200301055417,192.168.10.81,LOCAL,0,1,5636.0,1748,18.61,0.0,3.55,0.0,0.0,0.0,0.099,0.0,0.1281,0.7334,0.1161,2,1,3261.64,50927,0,
192.168.10.161_20200301074728,192.168.10.161_20200301074728,192.168.10.161,LOCAL,0,0,2692.0,191,4.26,0.0,3.09,0.0,0.0,0.0,0.3508,0.0,0.2827,0.1309,0.2513,2,1,4619.58,50927,0,
192.168.10.130_20200301073558,192.168.10.130_20200301073558,192.168.10.130,LOCAL,0,0,6314.0,628,5.97,0.0,2.92,0.0,0.0,0.0,0.4299,0.0,0.0589,0.0048,0.3519,2,1,4938.37,24717,0,
192.168.10.185_20200301090231,192.168.10.185_20200301062514,192.168.10.185,LOCAL,0,0,7197.0,1013,8.45,0.0,2.99,0.0,0.0,0.0,0.4156,0.0,0.078,0.0405,0.311,2,1,4614.04,24855,0,
::1_20200301095309,::1_20200301054716,::1,LOCAL,0,0,6498.0,151,1.39,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0066,0.0,0.0,1,1,110.0,110,0,
192.168.10.161_20200301103628,192.168.10.161_20200301103628,192.168.10.161,LOCAL,0,0,563.0,38,4.05,0.0,2.66,0.0,0.0,0.0,0.3684,0.0,0.3684,0.0,0.4737,2,1,4683.76,9122,0,
192.168.10.81_20200301095431,192.168.10.81_20200301095431,192.168.10.81,LOCAL,0,0,1285.0,189,8.82,0.0,3.1,0.0,0.0,0.0,0.164,0.0,0.6138,0.5185,0.254,2,1,3594.03,46392,0,
192.168.10.185_20200301110244,192.168.10.185_20200301062514,192.168.10.185,LOCAL,0,0,7200.0,1233,10.28,0.0,2.97,0.0,0.0,0.0,0.4063,0.0,0.0592,0.0406,0.3285,2,1,4622.33,24855,0,
192.168.10.130_20200301105259,192.168.10.130_20200301105259,192.168.10.130,LOCAL,0,0,4365.0,405,5.57,0.0,3.15,0.0,0.0,0.0,0.3975,0.0,0.1605,0.116,0.2988,2,2,4518.02,24721,0,
::1_20200301115359,::1_20200301115359,::1,LOCAL,0,0,6827.0,138,1.21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0072,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200301131327,192.168.10.130_20200301131327,192.168.10.130,LOCAL,0,0,2786.0,221,4.76,0.0,2.89,0.0,0.0,0.0,0.4389,0.0,0.1448,0.0,0.362,2,1,5252.53,24716,0,
192.168.10.185_20200301130245,192.168.10.185_20200301062514,192.168.10.185,LOCAL,0,0,7171.0,1159,9.7,0.0,2.93,0.0,0.0,0.0,0.3943,0.0,0.0647,0.0371,0.3512,2,1,4937.53,24857,0,
192.168.10.161_20200301122059,192.168.10.161_20200301122059,192.168.10.161,LOCAL,0,0,2514.0,187,4.46,0.0,2.87,0.0,0.0,0.0,0.3797,0.0,0.1765,0.0053,0.3316,2,1,5021.8,24846,0,
::1_20200301135757,::1_20200301135757,::1,LOCAL,0,0,6444.0,102,0.95,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0098,0.0,0.0,1,1,110.0,110,0,
192.168.10.194_20200301141217,192.168.10.194_20200301141217,192.168.10.194,LOCAL,0,0,2489.0,229,5.52,0.0,3.32,0.0,0.0,0.0,0.5852,0.0,0.1397,0.0175,0.1703,2,1,4502.4,24719,0,
192.168.10.130_20200301150020,192.168.10.130_20200301150020,192.168.10.130,LOCAL,0,0,7182.0,814,6.8,0.0,3.16,0.0,0.0,0.0,0.4042,0.0,0.1044,0.102,0.2813,2,2,4553.73,24722,0,
192.168.10.185_20200301150248,192.168.10.185_20200301062514,192.168.10.185,LOCAL,0,0,7199.0,1064,8.87,0.0,2.84,0.0,0.0,0.0,0.4013,0.0,0.0479,0.0085,0.3929,2,1,5005.94,24854,0,
::1_20200301155719,::1_20200301155719,::1,LOCAL,0,0,2798.0,35,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,0.0,0.0,1,1,110.0,110,0,
192.168.10.81_20200301123506,192.168.10.81_20200301123506,192.168.10.81,LOCAL,0,0,759.0,132,10.43,0.0,3.59,0.0,0.0,0.0,0.1439,0.0,0.7273,0.553,0.1894,2,1,4683.12,50927,0,
192.168.10.161_20200301151600,192.168.10.161_20200301151600,192.168.10.161,LOCAL,0,0,3529.0,272,4.62,0.0,3.12,0.0,0.0,0.0,0.4154,0.0,0.2022,0.0662,0.2684,2,1,4641.99,24850,0,
::1_20200301172718,::1_20200301172718,::1,LOCAL,0,0,2718.0,44,0.97,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0227,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200301170035,192.168.10.130_20200301150020,192.168.10.130,LOCAL,0,0,7177.0,1391,11.63,0.0,2.99,0.0,0.0,0.0,0.376,0.0,0.0669,0.0834,0.3465,2,2,4939.78,24721,0,
192.168.10.185_20200301170252,192.168.10.185_20200301062514,192.168.10.185,LOCAL,0,0,7197.0,1368,11.4,0.0,2.87,0.0,0.0,0.0,0.4079,0.0,0.038,0.008,0.3779,2,1,5087.37,24856,0,
::1_20200301182720,::1_20200301182720,::1,LOCAL,0,0,2482.0,33,0.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200301190056,192.168.10.130_20200301150020,192.168.10.130,LOCAL,0,1,323.0,22,4.09,0.0,2.82,0.0,0.0,0.0,0.3182,0.0,0.7273,0.0455,0.4545,2,1,5019.55,9493,0,
192.168.10.81_20200301172738,192.168.10.81_20200301172738,192.168.10.81,LOCAL,0,0,7197.0,1742,14.52,0.0,3.44,0.0,0.0,0.0,0.1424,0.0,0.1263,0.632,0.1447,2,1,3790.89,50927,0,
192.168.10.130_20200301192447,192.168.10.130_20200301192447,192.168.10.130,LOCAL,0,1,1831.0,159,5.21,0.0,2.99,0.0,0.0,0.0,0.4088,0.0,0.2516,0.0692,0.3082,2,2,5027.15,24716,0,
192.168.10.130_20200301200527,192.168.10.130_20200301200527,192.168.10.130,LOCAL,0,1,10.0,5,30.0,0.0,2.0,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.6,2,1,3276.8,8691,0,
192.168.10.185_20200301190257,192.168.10.185_20200301062514,192.168.10.185,LOCAL,0,1,7198.0,1421,11.84,0.0,2.84,0.0,0.0,0.0,0.399,0.0,0.0345,0.0042,0.3659,2,1,5089.42,24856,0,
192.168.10.194_20200301164557,192.168.10.194_20200301164557,192.168.10.194,LOCAL,0,0,1768.0,134,4.55,0.0,2.92,0.0,0.0,0.0,0.4701,0.0,0.2313,0.0,0.3433,2,1,4888.75,24716,0,
192.168.10.161_20200301180055,192.168.10.161_20200301180055,192.168.10.161,LOCAL,0,0,1639.0,114,4.17,0.0,2.7,0.0,0.0,0.0,0.3684,0.0,0.2632,0.0,0.4211,2,1,5217.78,24849,0,
192.168.10.81_20200301192810,192.168.10.81_20200301172738,192.168.10.81,LOCAL,0,1,3836.0,1484,23.21,0.0,3.56,0.0,0.0,0.0,0.0984,0.0,0.1536,0.7534,0.1051,2,1,3282.34,50928,0,
::1_20200301192147,::1_20200301192147,::1,LOCAL,0,1,7196.0,193,1.61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0052,0.0,0.0,1,1,110.0,110,0,
::1_20200301212220,::1_20200301192147,::1,LOCAL,0,1,564.0,9,0.96,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200301202458,192.168.10.130_20200301202458,192.168.10.130,LOCAL,0,1,7174.0,685,5.73,0.0,2.97,0.0,0.0,0.0,0.3635,0.0,0.1007,0.0701,0.3708,2,2,5033.64,24722,0,
192.168.10.185_20200301210259,192.168.10.185_20200301062514,192.168.10.185,LOCAL,0,1,7181.0,1486,12.42,0.0,2.97,0.0,0.0,0.0,0.4462,0.0,0.0289,0.0061,0.3291,2,1,4886.13,24856,0,
::1_20200301214531,::1_20200301214531,::1,LOCAL,0,1,3423.0,49,0.86,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0204,0.0,0.0,1,1,110.0,110,0,
::1_20200301231251,::1_20200301231251,::1,LOCAL,0,1,676.0,7,0.62,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1429,0.0,0.0,1,1,110.0,110,0,
::1_20200301235228,::1_20200301235228,::1,LOCAL,0,1,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
::1_20200302000659,::1_20200302000659,::1,LOCAL,0,1,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200301230303,192.168.10.185_20200301062514,192.168.10.185,LOCAL,0,1,7182.0,886,7.4,0.0,2.89,0.0,0.0,0.0,0.4436,0.0,0.0429,0.0,0.3589,2,1,5146.69,24856,0,
192.168.10.130_20200301222513,192.168.10.130_20200301202458,192.168.10.130,LOCAL,0,1,6338.0,479,4.53,0.0,3.09,0.0,0.0,0.0,0.4551,0.0,0.096,0.0355,0.2965,2,2,5137.95,24714,0,
192.168.10.185_20200302010305,192.168.10.185_20200301062514,192.168.10.185,LOCAL,0,1,1540.0,109,4.25,0.0,2.76,0.0,0.0,0.0,0.3853,0.0,0.2844,0.0,0.4312,2,1,5335.14,24856,0,
::1_20200302002152,::1_20200302002152,::1,LOCAL,0,1,205.0,4,1.17,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200302050747,192.168.10.130_20200302050747,192.168.10.130,LOCAL,0,1,1386.0,124,5.37,0.0,3.02,0.0,0.0,0.0,0.2823,0.0,0.3871,0.2258,0.3387,2,1,5196.1,24715,0,
::1_20200302054828,::1_20200302054828,::1,LOCAL,0,1,145.0,2,0.83,145.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110,0,
::1_20200302062253,::1_20200302062253,::1,LOCAL,0,0,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200302054743,192.168.10.185_20200302054743,192.168.10.185,LOCAL,0,1,1435.0,115,4.81,0.0,3.09,0.0,0.0,0.0,0.513,0.0,0.2174,0.0,0.2435,2,1,4993.1,24856,0,
::1_20200302063333,::1_20200302063333,::1,LOCAL,0,0,354.0,4,0.68,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1,1,110.0,110,0,
::1_20200302070903,::1_20200302070903,::1,LOCAL,0,0,282.0,8,1.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,1,1,110.0,110,0,
192.168.10.81_20200301230014,192.168.10.81_20200301230014,192.168.10.81,LOCAL,0,1,764.0,97,7.62,0.0,3.21,0.0,0.0,0.0,0.4227,0.0,0.3711,0.1443,0.2268,2,1,4465.46,24860,0,
::1_20200302072857,::1_20200302072857,::1,LOCAL,0,0,917.0,10,0.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200302060108,192.168.10.130_20200302060108,192.168.10.130,LOCAL,0,0,6441.0,496,4.62,0.0,2.8,0.0,0.0,0.0,0.3609,0.0,0.0927,0.0343,0.4335,2,1,5308.32,24710,0,
192.168.10.185_20200302065446,192.168.10.185_20200302065446,192.168.10.185,LOCAL,0,0,7198.0,918,7.65,0.0,2.91,0.0,0.0,0.0,0.4281,0.0,0.0425,0.0,0.3431,2,1,5159.01,24857,0,
::1_20200302081629,::1_20200302081629,::1,LOCAL,0,0,4776.0,64,0.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0156,0.0,0.0,1,1,110.0,110,0,
192.168.10.81_20200302073505,192.168.10.81_20200302073505,192.168.10.81,LOCAL,0,0,958.0,361,22.61,0.0,3.5,0.0,0.0,0.0,0.1385,0.0,0.5208,0.6953,0.1025,2,1,3719.94,50927,0,
192.168.10.194_20200301223629,192.168.10.194_20200301223629,192.168.10.194,LOCAL,0,1,2013.0,172,5.13,0.0,2.94,0.0,0.0,0.0,0.4767,0.0,0.1686,0.0,0.3314,2,1,5394.7,24719,0,
192.168.10.130_20200302082349,192.168.10.130_20200302082349,192.168.10.130,LOCAL,0,0,5932.0,741,7.49,0.0,3.23,0.0,0.0,0.0,0.39,0.0,0.1714,0.1592,0.278,2,2,4475.18,24719,0,
::1_20200302095607,::1_20200302095607,::1,LOCAL,0,0,551.0,3,0.33,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200302085459,192.168.10.185_20200302065446,192.168.10.185,LOCAL,0,0,7177.0,2096,17.52,0.0,2.92,0.0,0.0,0.0,0.438,0.0,0.0234,0.0019,0.3554,2,1,5083.86,24856,0,
192.168.10.81_20200302101310,192.168.10.81_20200302101310,192.168.10.81,LOCAL,0,0,38.0,12,18.95,0.0,2.92,0.0,0.0,0.0,0.5833,0.0,0.6667,0.0,0.25,2,1,4477.67,24858,0,
192.168.10.194_20200302101525,192.168.10.194_20200302101525,192.168.10.194,LOCAL,0,0,7183.0,581,4.85,0.0,2.91,0.0,0.0,0.0,0.4458,0.0,0.0585,0.0,0.3597,2,1,5007.93,24718,0,
::1_20200302103426,::1_20200302103426,::1,LOCAL,0,0,6552.0,121,1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0083,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200302105512,192.168.10.185_20200302065446,192.168.10.185,LOCAL,0,0,7164.0,1123,9.41,0.0,2.92,0.0,0.0,0.0,0.4381,0.0,0.0374,0.0,0.3313,2,1,5180.26,24857,0,
::1_20200302123922,::1_20200302123922,::1,LOCAL,0,0,537.0,5,0.56,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200302103057,192.168.10.130_20200302103057,192.168.10.130,LOCAL,0,0,7033.0,1463,12.48,0.0,3.37,0.0,0.0,0.0,0.2967,0.0,0.108,0.3069,0.2775,2,2,3988.55,31529,0,
192.168.10.81_20200302121420,192.168.10.81_20200302121420,192.168.10.81,LOCAL,0,0,1598.0,317,11.9,0.0,3.65,0.0,0.0,0.0,0.1735,0.0,0.5457,0.6057,0.1167,2,1,2945.64,46392,0,
192.168.10.194_20200302121543,192.168.10.194_20200302101525,192.168.10.194,LOCAL,0,0,3943.0,321,4.88,0.0,2.88,0.0,0.0,0.0,0.4517,0.0,0.0997,0.0,0.3832,2,1,5200.88,24718,0,
192.168.10.185_20200302130553,192.168.10.185_20200302130553,192.168.10.185,LOCAL,0,0,7186.0,866,7.23,0.0,2.83,0.0,0.0,0.0,0.4076,0.0,0.0485,0.0023,0.3776,2,1,5102.71,24859,0,
::1_20200302130924,::1_20200302130924,::1,LOCAL,0,0,7040.0,114,0.97,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0088,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200302130948,192.168.10.130_20200302130948,192.168.10.130,LOCAL,0,0,4495.0,966,12.89,0.0,3.23,0.0,0.0,0.0,0.3282,0.0,0.1532,0.2143,0.2899,2,2,4676.89,31530,0,
192.168.10.81_20200302141305,192.168.10.81_20200302141305,192.168.10.81,LOCAL,0,0,508.0,151,17.83,0.0,3.73,0.0,0.0,0.0,0.1656,0.0,0.7947,0.649,0.0861,2,1,3759.83,50927,0,
::1_20200302151213,::1_20200302130924,::1,LOCAL,0,0,1140.0,11,0.58,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0909,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200302153148,192.168.10.130_20200302153148,192.168.10.130,LOCAL,0,0,3135.0,251,4.8,0.0,2.86,0.0,0.0,0.0,0.4223,0.0,0.1275,0.008,0.3665,2,2,5071.63,24722,0,
